web_scraper_order,web_scraper_start_url,URL,Title,Ingredients,Preparation time,Conservation time,Level,Benefits
"1768688379-279","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lotion-thermo-protectrice","Lotion thermo-protectrice","~100 ml  Actif Keratin'protect1 cuillère à caféConservateur Cosgard20 gouttesEau minérale100 ml","Préparation : 5  min","Conservation : ~3 mois *","Niveau : Débutant",""
"1768688409-280","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/composition-a-diffuser-pour-le-yoga","Composition à diffuser pour le yoga - Relaxation & méditation","~ 5 mlHuile essentielle Encens Noir BIO3 mlHuile essentielle Palo Santo1,5 ml (soit 52 gouttes)Huile essentielle Gingembre papillon0,5 ml (soit 17 gouttes)","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant",""
"1768688444-281","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-de-massage-relaxante-au-petitgrain","Huile de massage au Petitgrain relaxante","~100 ml Huile de Macadamia87.3 gHuile essentielle Orange douce0.8 g soit 33 gouttesHuile essentielle Mandarine jaune0.5 g soit 20 gouttesHuile essentielle Petitgrain Bigarade BIO0.8 g soit 31 gouttes Huile essentielle Lavandin super de Provence BIO1 g soit 38 gouttes","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant",""
"1768688469-282","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/serum-visage-peau-lisse-teint-unifie","Recette sérum visage peau lisse & teint unifié","~30 ml Sérum concentré Acide glycolique 10% & AHA30 mlFragrance naturelle Pêche à croquer1 goutte","Préparation : 5  min","Conservation : ~3 mois*","Niveau : Débutant","Exfoliant"
"1768688501-283","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/sorbet-pour-le-corps-au-yuzu","Crème hydratante pour le corps au Yuzu","~100 ml Phase A Huile de Rose Musquée du Chili BIO10 gOlivem 1000 - émulsifiant7 gPhase BHydrolat de Pamplemousse BIO15 gEau minérale60 gPhase CGel natif d'Aloe Vera BIO5 gHuile essentielle Yuzu1 g soit 37 gouttesHuile essentielle Pamplemousse sans furocoumarines BIO0.2 g soit 7 gouttesActif Fuco'slim BIO1 g soit 16 gouttesAcide lactique0.1 g soit 3 gouttesConservateur Cosgard0.6 g soit 20 gouttes","Préparation : 25  min","Conservation : ~3 mois","Niveau : Débutant","Hydratant"
"1768688529-284","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-anti-age-global-a-l-acide-hyaluronique","Crème anti-âge global à l'Acide hyaluronique","~ 50 ml  Phase A Olivem 1000 - émulsifiant2,5 gHuile d'Argan BIO4,6 gActif cosmétique Acide hyaluronique liposoluble0,5 gEau minérale40 gPhase BActif Acide hyaluronique naturel0,1 g (soit 1 cuillère DASH)Conservateur Dermosoft® 1388 eco2 g (soit 46 gouttes)","Préparation : 30  min","Conservation : ~3 mois","Niveau : Confirmé","Anti-âge"
"1768688559-285","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/correcteur-anti-cernes","Correcteur anti-cernes","~ 10 ml Phase A Caprylis - Emollient2.9 g Huile de Son riz BIO1.1 gCoco silicone - Emollient0.5 gActif Oxyde de zinc5.1 gOxyde minéral jaune0.2 g soit 2 cuillères DASH Oxyde minéral noir0.01 g soit 1 cuillère DROPOxyde minéral rouge0.03 g soit 3 cuillères DROPPhase BCire d'Abeille blanche1.1 gPhase CAntioxydant Vitamine E naturelle0.02 g soit 1 goutte","Préparation : 25  min","Conservation : ~6 mois *","Niveau : Débutant","Maquillage"
"1768688589-286","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/soin-visage-et-corps-avoine-camomille","Soin visage et corps avoine & camomille","~100 ml Phase A Huile d'Avoine18 g (20 ml)Cire émulsifiante Olive Douceur8 gPhase BEau minérale68 gPoudre d'Avoine colloïdale BIO2 gPhase CHuile essentielle Camomille allemande BIO (ou Matricaire)0.3 gConservateur Leucidal4 g","Préparation : 25  min","Conservation : ~1 mois au réfrigérateur*","Niveau : Avancé","Adoucissant"
"1768688619-287","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lotion-raffermissante-jeunesse","Lotion raffermissante jeunesse","~100 ml  Hydrolat de Palmarosa50 mlHydrolat d'Encens sauvage50 mlActif Elastine Booster1 cuillère 0,5 mlConservateur Cosgard20 gouttes","Préparation : 5  min","Conservation : ~1 mois*","Niveau : Débutant","Anti-âge"
"1768688649-288","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lait-corporel-raffermissant-lhibiscus","Lait corporel raffermissant à l'hibiscus","~100 ml Phase A Olivem 1000 - émulsifiant5 gEau minérale75 gHuile d'Hibiscus BIO18.4 gColorant naturel Rouge Baiser0.1 g soit 3 gouttesPhase BHuile essentielle Pamplemousse sans furocoumarines BIO1.5 g soit 62 gouttesConservateur Cosgard0.6 g soit 20 gouttes","Préparation : 20  min","Conservation : ~3 mois","Niveau : Débutant","Hydratant"
"1768688679-289","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/delicieuse-cold-cream","Délicieuse cold cream","~ 50 ml  Phase A Huile de Cranberry BIO9.3 gOlive Protection n°2 - émulsifiant2.4 gFragrance naturelle Cerise exquise0.5 g soit 17 gouttesColorant naturel Rouge Baiser0.1 g soit 3 gouttesStéarate de magnésium - Agent de texture4.5 gPhase BEau minérale33 gConservateur Cosgard0.3 g soit 10 gouttes","Préparation : 25  min","Conservation : ~ 1 mois*","Niveau : Avancé","Apaisant"
"1768688709-290","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/composition-diffuser-balade-en-foret","Composition à diffuser ""balade en forêt""","Pour un flacon ~ 10 ml Huile essentielle Pin sylvestre BIO6 mlHuile essentielle Sapin de Sibérie70 gouttes","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant","Parfumant"
"1768688739-291","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-scintillante-apaisante-apres-soleil-lhuile-vegetale-de-coton","Huile scintillante après-soleil à l'huile végétale de coton apaisante","~50 ml Huile de Coton BIO4.6 gHuile de Sésame BIO36.8 gHuile de Calendula BIO (macérât huileux)4.6 gHuile essentielle Lavande vraie de Bulgarie BIO0.4 gHuile essentielle Camomille romaine0.1 gHuile essentielle Cyprès bleu0.25 g soit 9 gouttesMica Poudre d'or0.2 gAntioxydant Vitamine E naturelle0.1 g","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant","Apaisant"
"1768688769-292","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-purifiant-pour-les-peaux-problemes","Savon argiles & menthe verte purifiantes pour les peaux à imperfections","~55 gBase de Savon Melt & Pour à l'Aloe vera BIO49.5 gGel natif d'Aloe Vera BIO1.1 gActif Allantoïne0.6 gArgile montmorillonite verte surfine (smectite)1.7 gHuile essentielle Menthe verte BIO0.4 g soit 15 gouttesHuile essentielle Citron vert BIO1.7 g soit 69 gouttes","Préparation : 15  min","Conservation : ~6 mois *","Niveau : Débutant","Purifiant"
"1768688799-293","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-seche-circulatoire-lhuile-vegetale-de-macadamia","Huile sèche tonique à l'huile végétale de macadamia","~50 ml Huile de Macadamia24.7 gHuile de Calophylle inophyle BIO4.7 gHuile de Kukui13.8 gHuile essentielle Menthe poivrée BIO1.4 gHuile essentielle Cyprès toujours vert1.4 gAntioxydant Vitamine E naturelle0.1 g","Préparation : 5  min","Conservation : ~6 mois *","Niveau : Débutant","Jambes légéres"
"1768688833-294","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lotion-tonique-peaux-grasses","Lotion tonique peaux grasses","~ 50 ml  Hydrolat de Tea tree BIO25 gHydrolat d'Hélichryse italienne de Corse BIO25 gConservateur Leucidal2 g","Préparation : 5  min","Conservation : ~1 mois*","Niveau : Débutant","Apaisant"
"1768688860-295","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-reparatrice-et-regenerante-la-rose-musquee","Huile réparatrice et régénérante à la rose musquée","~ 50 ml  Huile de soin Rose musquée de Patagonie BIO1 flacon de 30 mlHuile essentielle Lavande vraie de Bulgarie BIO10 gouttes","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant","Anti-âge"
"1768688891-296","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/deo-bille-regulateur-de-transpiration-la-pierre-dalun","Déo-Bille à la pierre d'alun","~50 ml Phase A Eau minérale46.5 gActif Pierre d'alun en poudre0.5 gPoudre de Sève de bambou2 gGélisucre BIO - émulsifiant1 gPhase BGomme Xanthane0.5 gPhase CActif Bacti-Pur1 gFragrance naturelle La fée Muguet0.5 g soit 21 gouttesConservateur Leucidal2.1 g","Préparation : 30  min","Conservation : ~3 mois *","Niveau : Avancé","Adoucissant"
"1768688919-297","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-pour-le-corps-hale-progressif","Crème pour le corps hâle progressif","~100 ml Crème à tout faire100 ml (soit 1 pot de 100 ml)Gouttes autobronzantes9 mlFragrance naturelle Sable des îles38 gouttes","Préparation : 5  min","Conservation : ~3 mois*","Niveau : Débutant","Bonne mine & bronzage"
"1768688950-298","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-jeunesse-anti-rougeurs","Crème jeunesse anti-rougeurs","~50 ml Phase A Crème visage et corps jeunesse50 gActif Niacinamide3 g","Préparation : 5  min","Conservation : ~3 mois*","Niveau : Débutant","Anti-âge"
"1768688980-299","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/stick-protecteur-mer-montagne","Stick protecteur mer & montagne","~6 mlPhase A Actif Ecran solaire naturel5.1 gCire d'Abeille blanche1.7 gBase Stick Melt & Pour1.6 gPhase BFragrance naturelle Pêche à croquer0.04 g soit 2 gouttes","Préparation : 20  min","Conservation : ~6 mois","Niveau : Avancé","Protecteur & émollient"
"1768689010-300","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/ma-palette-dombres-paupieres-nacrees-safari","Mon trio d'ombres à paupières nacrées ""safari""","3 pots x 1 gPhase A : Ombre à paupières EcorceBase poudre de Maquillage3 cuillères DASH (0,7 g)Mica Bronze2 cuillères DASH (0,3 g)Phase B : Ombre à paupières sableBase poudre de Maquillage3 cuillères DASH (0,7 g)Mica Orange sequin2 cuillères SMIDGEN (0,05 g)Mica Bronze1,5 cuillères DASH (0,25 g)Phase C  : Ombre à paupières fauveBase poudre de Maquillage3 cuillères DASH (0,7 g)Mica Orange sequin2 cuillères PINCH (0,3 g)","Préparation : 25  min","Conservation : ~ 6 mois","Niveau : Débutant","Apaisant"
"1768689040-301","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/gommage-anti-capitons-pamplemousse","Gommage anti-capitons pamplemousse","~200 mlHuile essentielle Pamplemoussele flacon de 2 mlGommage corps au sucre BIO200 ml (soit 1 pot de 200 ml)","Préparation : 5  min","Conservation : ~3 mois*","Niveau : Débutant","Exfoliant"
"1768689069-302","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-pour-invites-tresor-ambre","Savon pour invités trésor ambré","~ 25 gBase de Savon Melt & Pour à l'Aloe vera BIO25 gMica Poudre d'or0.05 g soit 1 cuillère SMIDGENFragrance naturelle Trésor ambré0.5 g soit 15 gouttes","Préparation : 10  min","Conservation : ~3 mois","Niveau : Débutant","Tous types de peaux"
"1768689099-303","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/spray-haleine-fraiche-menthe-citron","Spray buccal naturel ""haleine fraîche""","~ 10 ml Alcool non dénaturé 40° (ou Vodka à défaut)8.2 gActif Menthol en cristaux BIO0.02 g soit 1 cuillère DROPHuile essentielle Citron de Sicile BIO0.03 g soit 1 goutteHuile essentielle Menthe poivrée BIO0.15 g soit 5 gouttesGlycérine végétale - Emollient0.5 g","Préparation : 10  min","Conservation : ~3 mois *","Niveau : Débutant","Fraîcheur"
"1768689129-304","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-de-soin-nourrissante-regenerante-cacay-geranium","Huile de soin nourrissante & régénérante cacay & géranium","~ 50 ml  Huile de soin Cacay de Colombie1 flacon de 30 mlHuile essentielle Géranium Egypte BIO5 gouttes","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant","Anti-âge"
"1768689159-305","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/recette-parfum-solide-baies-roses-fruits-rouges","Recette parfum solide « baies roses & fruits rouges »","~ 20 gCire Cera Bellina8.5 gMyristate d'isopropyle - Emollient9.2 gFragrance naturelle Nectar de Fruits rouges1 g soit 31 gouttesFragrance naturelle Framboise gourmande0.8 g soit 26 gouttesHuile essentielle Baies Roses0.4 g soit 16 gouttes","Préparation : 20  min","Conservation : ~6 mois*","Niveau : Débutant","Nutritif"
"1768689191-306","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/stick-inhalateur-be-happy","Stick inhalateur be happy","~ 0,6 mlHuile essentielle Orange douce BIO15 gouttesHuile essentielle Sapin baumier BIO5 gouttes","Préparation : 5  min","Conservation : ~1 mois*","Niveau : Débutant",""
"1768689219-307","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/gloss-serum-repulpant","Gloss sérum au menthol repulpant","~ 10 ml Phase A Base Gloss6 gActif Menthol en cristaux BIO0.05 g soit 1 cuillère DROPPhase BGlycérine végétale - Emollient1 gHuile d'Abyssinie2.5 gArôme alimentaire naturel Noix de coco0.18 g 7 gouttes","Préparation : 15  min","Conservation : ~ 6 mois","Niveau : Débutant","Hydratant"
"1768689249-308","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-visage-douceur","Crème visage douceur","~ 50 ml  Crème visage et corps désaltérante50 mlActif Bisabolol BIO9 gouttes","Préparation : 5  min","Conservation : ~3 mois","Niveau : Débutant","Adoucissant"
"1768689279-309","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-ayurvedique-reparatrice-regenerante-aux-plantes-solaires","Huile ayurvédique aux plantes solaires protectrices et adoucissantes","~50 ml Première partie : Réalisation du macérât huileux d'Ashwagandha, de Bhringaraj et de Tépezcohuite à 9% Huile de Calendula BIO (macérât huileux)45 gHuile de Millepertuis BIO (macérât huileux)11 gPoudre d'Ashwagandha BIO1.8 gPoudre de Bhringaraj1.8 gPoudre de Tépezcohuite1.8 gDeuxième partie : Réalisation de l'huile ayurvédiqueMacérât huileux d'Ashwagandha, de Bhringaraj et de Tépezcohuite à 9%   45 gHuile essentielle Myrrhe de Somalie0.7 g soit 27 gouttesAbsolue de Benjoin de Siam0.5 g soit 16 gouttesAntioxydant Vitamine E naturelle0.25 g soit 9 gouttes","Préparation : 5  min","Conservation : ~6 mois *","Niveau : Débutant","Adoucissant"
"1768689309-310","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/friction-vegetale-stimulante-au-fenugrec","Friction végétale stimulante au fenugrec","~15 gPlante ayurvédique Fenugrec (Methi) BIO (poudre)1 cuillère à caféHuile de Moutarde BIO10 mlHuile de Jojoba BIO10 ml","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant","Beauté capillaire"
"1768689339-311","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/shampooing-barre-2-en-1-pour-cheveux-fins","Shampoing ""barre"" 2 en 1 pour cheveux fins","~60 gTensioactif SCI27 gTensioactif Sodium coco sulfate (SCS)15 gEau minérale 12 gSpiruline en poudre BIO0.2 gActif Protéines de Soie hydrolysées1.8 gActif Silicone végétal6 gFragrance naturelle Feuille de Figuier1.2 g","Préparation : 30  min","Conservation : ~6 mois *","Niveau : Avancé","Cheveux sans volume"
"1768689369-312","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-aphrodisiaque-ylang-poivre-noir","Savon aphrodisiaque ylang & poivre noir","~ 100 gBase de Savon Melt & Pour à l'Aloe vera BIO95 gOxyde minéral rose1.5 gMica Cuivre0.5 gHuile essentielle Ylang-Ylang complète BIO1 g soit 37 gouttesHuile essentielle Poivre noir BIO0.2 g soit 8 gouttes","Préparation : 15  min","Conservation : ~6 mois *","Niveau : Débutant","Peaux normales"
"1768689399-313","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-de-magnesium","""Huile"" de magnésium","~100 ml Eau minérale7 cuillères à soupeSel d'Epsom3 cuillères à soupe","Préparation : 5  min","Conservation : ~1 mois au réfrigérateur*","Niveau : Débutant","Tous types de peaux"
"1768689429-314","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/soin-contour-des-yeux-illuminateur","Soin contour des yeux illuminateur","~ 15 mlCrème visage et corps jeunesse14 gActif cosmétique Contour des yeux0,2 g (7 gouttes)Mica Beige nude0,15 g","Préparation : 5  min","Conservation : 3 mois*","Niveau : Débutant","Illuminateur"
"1768689459-315","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-de-douche-douceur-de-coco","Crème de douche douceur de coco","~250 mlCrème lavante Coco & Karité233 gHuile de Coco BIO11.5 gArôme alimentaire naturel Noix de coco4 gFragrance naturelle Cocosun1.2 g","Préparation : 10  min","Conservation : ~3 mois","Niveau : Débutant","Adoucissant"
"1768689490-316","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/serum-cheveux-pointes-abimes-acide-hyaluronique","Sérum cheveux pointes abîmées acide hyaluronique","~ 30 mlSérum concentré d'Acide hyaluronique 3,5%30 mlActif Protéines de Soie hydrolysées20 gouttes","Préparation : 5  min","Conservation : 3 mois*","Niveau : Débutant","Réparateur"
"1768689520-317","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/serum-contour-des-yeux-soin-complet","Sérum contour des yeux soin complet","~ 15 mlSérum concentré d'Acide hyaluronique 3,5%15 gActif cosmétique Contour des yeux0.2 g (5 gouttes)Actif Relax'rides0.75 g (25 gouttes)","Préparation : 5  min","Conservation : ~3 mois *","Niveau : Débutant",""
"1768689550-318","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/pommade-de-soin-pour-peaux-irritees","Baume de soin pour peaux délicates","~100 ml  Phase A Huile d'Amande douce BIO50.6 gExtrait CO2 Camomille allemande BIO0.3 gOlive Protection n°2 - émulsifiant10 gStéarate de magnésium - Agent de texture15 gPhase BEau minérale24 gConservateur Cosgard0.6 g soit 19 gouttes","Préparation : 30  min","Conservation : ~1 mois*","Niveau : Avancé","Apaisant"
"1768689580-319","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/fluide-visage-hydratant-pomme-concombre","Fluide visage pomme & concombre","~30 ml Phase A Huile de Concombre - Pépins9.2 gPhase BGélisucre BIO - émulsifiant3.3 gPhase CExtrait de Concombre BIO6.3 gEau minérale11 gGomme Xanthane0.1 gPhase DFragrance naturelle Pomme d'Happy0.3 gConservateur Cosgard0.2 gAntioxydant Vitamine E naturelle0.05 g","Préparation : 35  min","Conservation : ~1 mois*","Niveau : Confirmé","Hydratant"
"1768689610-320","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/gelee-exfoliante-desert-dorient","Gelée exfoliante désert d'orient","~200 mlFragrance naturelle Délices d'Orientle flacon de 2 mlGommage corps au sucre BIO200 ml (soit 1 pot de 200 ml)","Préparation : 5  min","Conservation : ~3 mois*","Niveau : Débutant","Adoucissant"
"1768689640-321","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-exfoliant-purete-aux-perles-de-bambou","Savon exfoliant pureté végétale aux perles de bambou","~ 100 gPhase A Huile essentielle Fragonia1 gExfoliant Perles de Bambou2 gPhase BOxyde minéral vert0.15 gPhase CEau minérale20 gPhase DSoude caustique pure (solide)9.1 gPhase EHuile de Coco BIO38.7 gHuile de Ricin BIO4.8 gBeurre de Karité (sauvage) désodorisé18 g","Préparation : 50  min","Conservation : ~6 mois","Niveau : Avancé","Exfoliant"
"1768689670-322","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-visage-anti-stress-aux-fleurs","Crème visage anti-stress aux fleurs","~50 ml Phase A Olivem 1000 - émulsifiant3 gEau minérale40 gHuile de Bourrache BIO9.2 gPhase BExtrait d'Edelweiss BIO0.5 g soit 13 gouttesHuile essentielle Rosalina0.2 g soit 7 gouttesAntioxydant Vitamine E naturelle0.1 g soit 3 gouttesConservateur Cosgard0.3 g soit 10 gouttes","Préparation : 25  min","Conservation : ~3 mois*","Niveau : Débutant","Anti-âge"
"1768689700-323","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-visage-peaux-delicates-la-camomille","Crème visage peaux délicates à la camomille","~50 ml Phase A Huile d'Avoine9.2 g soit 1 flacon de 10 mlCire émulsifiante Olive Douceur3.5 gPhase BEau minérale35 gPhase CHuile essentielle Camomille romaine France BIO0.1 g soit 3 gouttesConservateur Leucidal2 g","Préparation : 25  min","Conservation : ~1 mois *","Niveau : Débutant","Adoucissant"
